12.500000,-19.894737
22.500000,-19.894737
45.000000,-19.894737
107.500000,-19.894737
287.500000,-19.894737
292.500000,-19.894737
295.000000,-19.894737
302.500000,-19.894737
305.000000,-19.894737
310.000000,-19.894737
312.500000,-19.894737
315.000000,-19.894737
317.500000,-19.894737
10.000000,-18.000000
32.500000,-18.000000
45.000000,-18.000000
47.500000,-18.000000
82.500000,-18.000000
285.000000,-18.000000
287.500000,-18.000000
290.000000,-18.000000
292.500000,-18.000000
297.500000,-18.000000
300.000000,-18.000000
305.000000,-18.000000
310.000000,-18.000000
317.500000,-18.000000
10.000000,-16.105263
32.500000,-16.105263
37.500000,-16.105263
65.000000,-16.105263
127.500000,-16.105263
282.500000,-16.105263
287.500000,-16.105263
290.000000,-16.105263
320.000000,-16.105263
15.000000,-14.210526
17.500000,-14.210526
20.000000,-14.210526
32.500000,-14.210526
35.000000,-14.210526
62.500000,-14.210526
132.500000,-14.210526
142.500000,-14.210526
282.500000,-14.210526
287.500000,-14.210526
15.000000,-12.315789
17.500000,-12.315789
25.000000,-12.315789
140.000000,-12.315789
235.000000,-12.315789
280.000000,-12.315789
287.500000,-12.315789
280.000000,-10.421053
302.500000,-10.421053
142.500000,-8.526316
170.000000,-8.526316
307.500000,-8.526316
140.000000,-6.631579
142.500000,-6.631579
145.000000,-6.631579
302.500000,-6.631579
140.000000,-4.736842
142.500000,-4.736842
105.000000,-2.842105
135.000000,-2.842105
137.500000,-2.842105
102.500000,-0.947368
112.500000,-0.947368
132.500000,-0.947368
310.000000,-0.947368
312.500000,-0.947368
330.000000,-0.947368
100.000000,0.947368
110.000000,0.947368
112.500000,0.947368
115.000000,0.947368
310.000000,0.947368
100.000000,2.842105
115.000000,2.842105
305.000000,2.842105
307.500000,2.842105
25.000000,4.736842
117.500000,4.736842
240.000000,4.736842
250.000000,4.736842
305.000000,4.736842
307.500000,4.736842
302.500000,6.631579
37.500000,8.526316
125.000000,8.526316
295.000000,8.526316
297.500000,8.526316
37.500000,10.421053
42.500000,10.421053
107.500000,10.421053
275.000000,10.421053
37.500000,12.315789
105.000000,12.315789
107.500000,12.315789
275.000000,12.315789
102.500000,14.210526
105.000000,14.210526
107.500000,14.210526
120.000000,16.105263
77.500000,18.000000
267.500000,18.000000
270.000000,18.000000
272.500000,19.894737
